"","genome","depth","Polypolish","Polypolish-careful","pypolca","pypolca-careful","HyPo","FMLRC2","NextPolish","Pilon","Polypolish+pypolca","Polypolish-careful+pypolca-careful","Polypolish-careful+pypolca","Polypolish+pypolca-careful","pypolca+Polypolish","pypolca-careful+Polypolish-careful","pypolca+Polypolish-careful","pypolca-careful+Polypolish","Hapo-G","before_polish","Polypolish_overall_decreased_accuracy","Polypolish-careful_overall_decreased_accuracy","pypolca_overall_decreased_accuracy","pypolca-careful_overall_decreased_accuracy","HyPo_overall_decreased_accuracy","FMLRC2_overall_decreased_accuracy","NextPolish_overall_decreased_accuracy","Pilon_overall_decreased_accuracy","Hapo-G_overall_decreased_accuracy","Polypolish+pypolca_overall_decreased_accuracy","Polypolish-careful+pypolca-careful_overall_decreased_accuracy","Polypolish-careful+pypolca_overall_decreased_accuracy","Polypolish+pypolca-careful_overall_decreased_accuracy","pypolca+Polypolish_overall_decreased_accuracy","pypolca-careful+Polypolish-careful_overall_decreased_accuracy","pypolca-careful+Polypolish_overall_decreased_accuracy","pypolca+Polypolish-careful_overall_decreased_accuracy"
"76","ATCC_19119_Listeria_ivanovii",0.9,5,5,26,5,10,15,2078,5,26,5,26,5,26,5,26,5,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"77","ATCC_25922_Escherichia_coli",0.9,1,1,58,1,14,4192,6513,1,58,1,58,1,58,1,58,1,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"78","ATCC_33560_Campylobacter_jejuni",0.9,5,5,25,5,10,10,1654,5,25,5,25,5,25,5,25,5,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"79","ATCC_35221_Campylobacter_lari",0.9,18,18,22,17,23,530,1742,18,22,17,22,17,22,17,22,17,17,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"80","ATCC_35897_Listeria_welshimeri",0.9,1,1,25,1,3,38,4117,1,25,1,25,1,25,1,25,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"81","ATCC_BAA-679_Listeria_monocytogenes",0.9,0,0,57,0,13,14,3940,0,57,0,57,0,57,0,57,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"82","ATCC_10708_Salmonella_enterica",1,3,3,69,3,27,44,5880,3,69,3,69,3,69,3,69,3,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"83","ATCC_14035_Vibrio_cholerae",1,2,2,47,2,17,1634,6857,2,47,2,47,2,47,2,47,2,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"84","ATCC_17802_Vibrio_parahaemolyticus",1,2,2,70,2,28,1133,6434,2,70,2,70,2,70,2,70,2,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"85","ATCC_19119_Listeria_ivanovii",1,5,5,25,5,15,27,2126,5,25,5,25,5,25,5,25,5,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"86","ATCC_25922_Escherichia_coli",1,1,1,72,1,22,357,6819,2,72,1,72,1,72,1,72,1,4,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"87","ATCC_33560_Campylobacter_jejuni",1,5,5,17,5,6,18,1715,5,17,5,17,5,17,5,17,5,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"88","ATCC_35221_Campylobacter_lari",1,18,18,23,17,20,1143,1744,18,23,17,23,17,23,17,23,17,18,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"89","ATCC_35897_Listeria_welshimeri",1,1,1,50,1,5,1626,4495,1,50,1,50,1,50,1,50,1,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"90","ATCC_BAA-679_Listeria_monocytogenes",1,0,0,45,0,10,11,4079,0,45,0,45,0,45,0,45,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"91","ATCC_10708_Salmonella_enterica",1.1,3,3,98,3,25,35,5532,3,98,3,98,3,98,3,98,3,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"92","ATCC_14035_Vibrio_cholerae",1.1,2,2,75,2,33,1347,7253,4,75,2,75,2,75,2,75,2,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"93","ATCC_17802_Vibrio_parahaemolyticus",1.1,2,2,79,2,26,589,7009,3,79,2,79,2,79,2,79,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"94","ATCC_19119_Listeria_ivanovii",1.1,5,5,39,5,17,25,2196,5,39,5,39,5,39,5,39,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"95","ATCC_25922_Escherichia_coli",1.1,1,1,84,1,34,664,7216,1,84,1,84,1,84,1,84,1,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"96","ATCC_33560_Campylobacter_jejuni",1.1,5,5,15,5,10,33,1952,6,15,5,15,5,15,5,15,5,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"97","ATCC_35221_Campylobacter_lari",1.1,18,18,27,18,21,191,1958,18,27,18,27,18,27,18,27,18,18,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"98","ATCC_35897_Listeria_welshimeri",1.1,1,1,46,1,14,29,4594,1,46,1,46,1,46,1,46,1,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"99","ATCC_BAA-679_Listeria_monocytogenes",1.1,0,0,52,0,26,1022,4216,0,52,0,52,0,52,0,52,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"100","ATCC_10708_Salmonella_enterica",1.2,3,3,69,3,28,879,6179,4,69,3,69,3,69,3,69,3,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"101","ATCC_14035_Vibrio_cholerae",1.2,2,2,65,2,23,2081,7499,2,65,2,65,2,65,2,65,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"102","ATCC_17802_Vibrio_parahaemolyticus",1.2,2,2,55,2,23,1267,6955,2,55,2,55,2,55,2,55,2,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"103","ATCC_19119_Listeria_ivanovii",1.2,5,5,34,5,16,149,2274,5,34,5,34,5,34,5,34,5,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"104","ATCC_25922_Escherichia_coli",1.2,1,1,90,1,33,5364,7145,1,90,1,90,1,90,1,90,1,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"105","ATCC_33560_Campylobacter_jejuni",1.2,5,5,21,5,14,26,1951,5,21,5,21,5,21,5,21,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"106","ATCC_35221_Campylobacter_lari",1.2,18,18,24,14,24,473,2095,18,24,14,24,14,24,14,24,14,17,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"107","ATCC_35897_Listeria_welshimeri",1.2,1,1,62,1,38,123,4750,1,62,1,62,1,62,1,62,1,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"108","ATCC_BAA-679_Listeria_monocytogenes",1.2,0,0,52,0,13,78,4460,0,52,0,52,0,52,0,52,0,3,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"109","ATCC_10708_Salmonella_enterica",1.3,3,3,128,3,36,157,6555,3,128,3,128,3,128,3,128,3,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"110","ATCC_14035_Vibrio_cholerae",1.3,2,2,69,2,24,1186,7487,16,69,2,69,2,69,2,69,2,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"111","ATCC_17802_Vibrio_parahaemolyticus",1.3,2,2,94,2,36,1220,7039,2,94,2,94,2,94,2,94,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"112","ATCC_19119_Listeria_ivanovii",1.3,5,5,53,5,27,19,2477,5,53,5,53,5,53,5,53,5,8,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"113","ATCC_25922_Escherichia_coli",1.3,1,1,86,1,21,608,7527,1,86,1,86,1,86,1,86,1,5,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"114","ATCC_33560_Campylobacter_jejuni",1.3,5,5,35,5,25,23,1928,5,35,5,35,5,35,5,35,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"115","ATCC_35221_Campylobacter_lari",1.3,17,17,37,17,27,962,2010,18,37,17,37,17,37,17,37,17,18,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"116","ATCC_35897_Listeria_welshimeri",1.3,1,1,67,7,29,45,4652,5,67,7,67,7,67,7,67,7,6,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"117","ATCC_BAA-679_Listeria_monocytogenes",1.3,0,0,65,0,23,135,4397,0,65,0,65,0,65,0,65,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"118","ATCC_10708_Salmonella_enterica",1.4,3,3,92,3,35,174,6627,4,92,3,92,3,92,3,92,3,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"119","ATCC_14035_Vibrio_cholerae",1.4,2,2,79,2,22,1037,7678,3,79,2,79,2,79,2,79,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"120","ATCC_17802_Vibrio_parahaemolyticus",1.4,2,2,92,2,29,2454,7336,3,92,2,92,2,92,2,92,2,6,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"121","ATCC_19119_Listeria_ivanovii",1.4,5,5,33,5,17,119,2476,7,33,5,33,5,33,5,33,5,8,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"122","ATCC_25922_Escherichia_coli",1.4,1,1,100,1,39,1172,7617,1,100,1,100,1,100,1,100,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"123","ATCC_33560_Campylobacter_jejuni",1.4,5,5,25,5,15,79,1984,5,25,5,25,5,25,5,25,5,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"124","ATCC_35221_Campylobacter_lari",1.4,18,18,33,17,37,1377,2151,18,33,17,33,17,33,17,33,17,18,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"125","ATCC_35897_Listeria_welshimeri",1.4,1,1,57,1,18,1653,4724,1,57,1,57,1,57,1,57,1,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"126","ATCC_BAA-679_Listeria_monocytogenes",1.4,0,0,67,1,40,72,4752,0,67,1,67,1,67,1,67,1,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"127","ATCC_10708_Salmonella_enterica",1.5,2,2,108,2,36,427,6468,2,108,2,108,2,108,2,108,2,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"128","ATCC_14035_Vibrio_cholerae",1.5,2,2,78,2,34,1563,7826,2,78,2,78,2,78,2,78,2,7,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"129","ATCC_17802_Vibrio_parahaemolyticus",1.5,2,2,107,2,25,2262,7329,2,107,2,107,2,107,2,107,2,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"130","ATCC_19119_Listeria_ivanovii",1.5,5,5,42,5,12,84,2407,5,42,5,42,5,42,5,42,5,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"131","ATCC_25922_Escherichia_coli",1.5,1,1,128,1,49,720,7869,1,128,1,128,1,128,1,128,1,5,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"132","ATCC_33560_Campylobacter_jejuni",1.5,5,5,44,4,17,36,2115,5,44,4,44,4,44,4,44,4,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"133","ATCC_35221_Campylobacter_lari",1.5,18,18,33,17,27,508,1905,18,33,17,33,17,33,17,33,17,18,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"134","ATCC_35897_Listeria_welshimeri",1.5,1,1,70,1,19,592,4881,1,70,1,70,1,70,1,70,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"135","ATCC_BAA-679_Listeria_monocytogenes",1.5,0,0,115,0,28,139,4507,0,115,0,115,0,115,0,115,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"136","ATCC_10708_Salmonella_enterica",1.6,3,3,149,2,44,417,6643,3,149,2,149,2,149,2,149,2,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"137","ATCC_14035_Vibrio_cholerae",1.6,2,2,91,2,45,890,7858,4,91,2,91,2,91,2,91,2,6,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"138","ATCC_17802_Vibrio_parahaemolyticus",1.6,2,2,110,2,49,1126,7488,2,110,2,110,2,110,2,110,2,6,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"139","ATCC_19119_Listeria_ivanovii",1.6,5,5,39,5,21,96,2670,5,39,5,39,5,39,5,39,5,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"140","ATCC_25922_Escherichia_coli",1.6,1,1,136,1,56,2081,8097,2,136,1,136,1,136,1,136,1,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"141","ATCC_33560_Campylobacter_jejuni",1.6,5,5,23,5,12,1278,2025,5,23,5,23,5,23,5,23,5,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"142","ATCC_35221_Campylobacter_lari",1.6,17,17,35,16,26,1717,1998,17,35,16,35,16,35,16,35,16,16,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"143","ATCC_35897_Listeria_welshimeri",1.6,1,1,79,1,22,92,4883,1,79,1,79,1,79,1,79,1,5,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"144","ATCC_BAA-679_Listeria_monocytogenes",1.6,0,0,106,0,23,159,4670,1,106,0,106,0,106,0,106,0,4,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"145","ATCC_10708_Salmonella_enterica",1.7,3,3,118,2,48,757,6731,3,118,2,118,2,118,2,118,2,4,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"146","ATCC_14035_Vibrio_cholerae",1.7,1,1,94,1,36,1361,7794,3,94,1,94,1,94,1,94,1,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"147","ATCC_17802_Vibrio_parahaemolyticus",1.7,2,2,121,2,59,1539,7519,2,121,2,121,2,121,2,121,2,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"148","ATCC_19119_Listeria_ivanovii",1.7,5,5,53,5,18,80,2755,5,53,5,53,5,53,5,53,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"149","ATCC_25922_Escherichia_coli",1.7,1,1,139,1,61,888,7930,2,139,1,139,1,139,1,139,1,5,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"150","ATCC_33560_Campylobacter_jejuni",1.7,5,5,35,3,18,48,2061,6,35,3,35,3,35,3,35,3,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"151","ATCC_35221_Campylobacter_lari",1.7,18,18,42,15,28,201,2140,17,42,15,42,15,42,15,42,15,16,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"152","ATCC_35897_Listeria_welshimeri",1.7,1,1,71,1,43,92,4830,1,71,1,71,1,71,1,71,1,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"153","ATCC_BAA-679_Listeria_monocytogenes",1.7,0,0,66,0,36,199,4420,0,66,0,66,0,66,0,66,0,4,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"154","ATCC_10708_Salmonella_enterica",1.8,3,3,123,2,68,459,6769,3,123,2,123,2,123,2,123,2,5,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"155","ATCC_14035_Vibrio_cholerae",1.8,2,2,92,2,50,1273,7884,3,92,2,92,2,92,2,92,2,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"156","ATCC_17802_Vibrio_parahaemolyticus",1.8,2,2,95,2,71,1282,7575,4,95,2,95,2,95,2,95,2,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"157","ATCC_19119_Listeria_ivanovii",1.8,5,5,41,5,20,112,2548,5,41,5,41,5,41,5,41,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"158","ATCC_25922_Escherichia_coli",1.8,3,1,145,1,72,2937,7696,6,147,1,145,3,147,1,145,3,2,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"159","ATCC_33560_Campylobacter_jejuni",1.8,5,5,28,5,20,150,2143,5,28,5,28,5,28,5,28,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"160","ATCC_35221_Campylobacter_lari",1.8,16,16,29,15,33,340,2041,17,29,15,29,15,29,15,29,15,16,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"161","ATCC_35897_Listeria_welshimeri",1.8,1,1,108,1,34,121,4835,1,108,1,108,1,108,1,108,1,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"162","ATCC_BAA-679_Listeria_monocytogenes",1.8,0,0,101,0,58,226,4572,0,101,0,101,0,101,0,101,0,3,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"163","ATCC_10708_Salmonella_enterica",1.9,3,3,134,3,79,375,6673,4,134,3,134,3,134,3,134,3,7,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"164","ATCC_14035_Vibrio_cholerae",1.9,2,2,88,2,37,1201,7593,5,88,2,88,2,88,2,88,2,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"165","ATCC_17802_Vibrio_parahaemolyticus",1.9,2,2,83,2,68,1947,7411,3,83,2,83,2,83,2,83,2,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
